,0,1
1558,4932891,BLAUM to 3b.
1559,4932891,"COLEMAN, T. to 2b."
1560,4932891,BARKER to c for HOEHNER.
1561,4932891,JOHNSTON to p for LACY.
1562,4932891,MEYERRING to p for BLACKMORE.
1563,4932891,"BOST pinch hit for COLEMAN, H.."
1564,4932891,BRITT pinch hit for ALEJO.
1565,4932891,BOST to 1b.
1566,4932891,BRITT to cf.
1567,4932891,ORNELAS to p for JOHNSTON.
1568,4932891,"ZAPP to 3b for STEPHENS, J."
1569,4932891,WATSON pinch hit for CORBETT.
1570,4932891,WATSON to dh.
1571,4932891,MAGERS to p for ORNELAS.
1572,4932891,KRAUSE pinch hit for ANDREWS.
1573,4932891,MORISSETTE pinch hit for HARRIGAN.
1574,4932891,MORISSETTE advanced to second.
1575,4926584,"Levine,W to p for Fall,J."
1576,4926584,"Cheema,N pinch hit for Denson,M."
1577,4926584,"Nager,S pinch ran for Cheema,N."
1578,4926584,"Baez,N pinch hit for Marshall,D."
1579,4926584,"MATHES, C to p for KINGSBURY, J."
1580,4926584,"Nager,S to rf."
1581,4926584,"McLain,S to cf for Baez,N."
1582,4926584,"Osman,G to p for Levine,W."
1583,4926584,"ARELLA, T to p for MATHES, C."
1584,4926584,"Kalmer,B pinch hit for Nager,S."
1585,4926584,"Kalmer,B reached on a fielders choice to shortstop (1-2 KSFFBF) Williams,A out at second ss to 2b."
1586,4926584,"Helmin,A to rf for Kalmer,B."
1587,4926584,"Dabovich,RJ to p for Osman,G."
1588,4926351,M. McWhorter reached on a fielders choice (1-2 BSF):Steven Curry out at second 2b to ss.
1589,4926351,M. Anderson reached on a fielders choice (2-2 SSBBF):M. Golden out at second 2b to ss.
1590,4926351,Tyler Owens to p for J. Jackson.
1591,4926351,T. RUETSCHLE to p for J. BAKER.
1592,4926351,P. Biederer to cf for C. Avant.
1593,4926351,C. Avant to rf for P. Biederer.
1594,4926351,M. McWhorter to lf.
1595,4926351,P. Biederer to cf for Noah Searcy.
1596,4926351,Jacob Parker to p for Tyler Owens.
1597,4926351,NICK POWELL to lf for M. MURPHY.
1598,4926351,J. Thompson to p for Jacob Parker.
1599,4926351,A. ORSELLI pinch hit for NICK POWELL.
1600,4928343,Hmielewski reached on a fielders choice Wilhite out at second 2b to ss.
1601,4928343,"Chase, K to p for Kafka, C."
1602,4928343,"Zavala, A pinch hit for Kasevich, J."
1603,4928343,"Zavala, A to 3b."
1604,4928343,"Matthews, G reached on a fielders choice Novitske, S out at second 2b to ss."
1605,4928343,Meyer to dh.
1606,4928343,Anderson to p.
1607,4928343,"Williams, E pinch hit for Miller, A.J.."
1608,4928343,"Williams, E to rf."
1609,4928343,"Stedman, D to p for Chase, K."
1610,4928343,"Scanlon, J to c for Olsson, S."
1611,4928343,Swenson pinch hit for Meyer.
1612,4928343,Bertrand pinch hit for Wilhite.
1613,4928343,Kelly to lf.
1614,4928343,Bertrand to rf.
1615,4928343,Ireland to p for Anderson.
1616,4928343,Grimm to cf for Hmielewski.
1617,4928343,Massey to p for Ireland.
1618,4928343,"Tellache, N to p for Stedman, D."
1619,4928343,"Schmidt, P pinch ran for Yovan, K."
1620,4928343,Culliver to p for Massey.
1621,4926795,"Scott, S. reached on a fielders choice (1-0 B):Best, T. out on the play, out at second 2b to ss."
1622,4926795,"Wu-Yelland to p for Pouelsen, L.."
1623,4926795,Z. Smith to p for Loven.
1624,4926795,"Atkins, T. to p for Wu-Yelland."
1625,4926795,"Hancock, B. pinch hit for Duarte, D.."
1626,4931885,Ashkinos to p for Winston.
1627,4931885,"Gilin, D. to 2b for Hallmark, J.."
1628,4931885,Hattrup to p for Ashkinos.
1629,4931885,Needham to p for Hattrup.
1630,4931885,"Kissack, T. to p for Stroh, G.."
1631,4931885,Oliver to p for Needham.
1632,4931885,Helton to p for Oliver.
1633,4931885,"Boynton, L. to 1b for Roseberry, T."
1634,4931885,"Bragg, B. to p for Kissack, T.."
1635,4931885,Rodriguez pinch ran for Downey.
1636,4931885,Seay pinch hit for Mueller.
1637,4931885,Nevin pinch hit for Bertelsman.
1638,4931885,"Martin, T. to p for Bragg, B.."
1639,4931885,Nevin to dh.
1640,4931885,Harper to lf for Rodriguez.
1641,4931885,Seay to rf.
1642,4931885,"Freeman, L. to p for Helton."
1643,4931885,Richardson pinch hit for Cardoza-O..
1644,4930922,"BURNS to p for SULLIVAN, C."
1645,4930922,LYLE to p for BURNS.
1646,4930922,Cardona to p for Pansini.
1647,4930922,CORTEZ pinch hit for CANTU.
1648,4930922,BESNIER to lf for CORTEZ.
1649,4930922,KERKERING to p for LYLE.
1650,4930922,STUART to p for KERKERING.
1651,4930922,LANE pinch hit for BODRATO.
1652,4930922,BELLO pinch ran for LANE.
1653,4930922,BESNIER to rf.
1654,4930922,BELLO to lf.
1655,4930922,Ro. Armitage reached on a fielders choice (2-2):T. Kap out at second ss to 2b.
1656,4930922,Kmietek to p for Cardona.
1657,4930922,SANCHEZ to p for STUART.
1658,4930922,GONZALEZ to lf.
1659,4930922,BELLO to ss.
1660,4930922,CHURCHILL to p for SANCHEZ.
1661,4930922,Cantone to p for Kmietek.
1662,4926492,Gneiting reached on a fielders choice Bulman out at second 2b to ss.
1663,4926492,Comeaux reached on a fielders choice Beaulaurier advanced to second LaRue advanced to third Hernandez out at home 3b to c.
1664,4926492,Cienfuegos to p for DeLeon.
1665,4926492,"Zubia reached on a fielders choice, RBI Todd out at third ss to 3b Stehly scored."
1666,4926492,Quintanilla to p for Elder.
1667,4926492,"Dropped foul ball, E3."
1668,4926492,Larzabal to p for Cienfuegos.
1669,4926492,Stevens to p for Quintanilla.
1670,4926492,Diaz to p for Stevens.
1671,4926485,Muller to p for Rutkowski.
1672,4926485,"Keysor, T. to p for Van Belle, B."
1673,4926485,"Lala, J. reached on a fielders choice (2-1 BBF) Paige, T. out at second 1b to ss."
1674,4926485,"Gates, J. to p."
1675,4926485,"/ for Keysor, T.."
1676,4926485,"Gates, J. to dh."
1677,4926485,"Federman, D. to p."
1678,4926485,Reardon to p for Muller.
1679,4949438,Bisogno to p for Mikulski.
1680,4949438,Hernandez to p for Bisogno.
1681,4949438,Henderson to p for Hernandez.
1682,4949438,"Rog, K pinch hit for Sotolongo, R."
1683,4949438,"Rog, K to ss."
1684,4949438,"Fernandez, M to p for Allen, L."
1685,4949438,Harnisch pinch hit for Machado.
1686,4949438,Murray to rf for Godrick.
1687,4949438,Coules to cf.
1688,4949438,Grund to c for Semo.
1689,4949438,"Housen, N pinch hit for Farmer, J."
1690,4949438,"Housen, N to rf."
1691,4949438,"Ricard, J to p for Fernandez, M."
1692,4949438,Guercio pinch hit for Baker.
1693,4949438,"Dearman, C to p for Ricard, J."
1694,4949438,Guercio to lf.
1695,4949438,Harnisch to dh.
1696,4949438,B. Martin to p for Henderson.
1697,4949438,"Cannady, S pinch hit for Teixeira, Ju."
1698,4949438,"Torres, H pinch hit for Chavez, L."
1699,4949438,Vazquez to ss.
1700,4949438,Selinger to 2b for MacKenzie.
1701,4949438,"Cannady, S to lf."
1702,4949438,"Torres, H to c."
1703,4949438,"Figueroa, J to p for Dearman, C."
1704,4949438,Murray reached on a fielders choice:Vazquez out at second 3b to 2b.
1705,4949438,"Torres, A to p for Figueroa, J."
1706,4949438,Brown pinch hit for Labella.
1707,4949438,Doria pinch hit for Coules.
1708,4928096,"Torres, E. to p for Seymour, C.."
1709,4928096,"Gonzalez, Jo to p for Stevens, K."
1710,4928096,"Passino, J. to p for Torres, E.."
1711,4928096,"Flores, Ja pinch hit for Galvan, A."
1712,4928096,"Flores, Ja to dh."
1713,4926349,Twitchell to p for Cherry.
1714,4926349,"Olivarez, M. to p for Michael, T.."
1715,4926349,Fortin pinch hit for Summers.
1716,4926349,"Mize, M. to p for Olivarez, M.."
1717,4926349,Brosius to p for Twitchell.
1718,4926349,Picone to p for Brosius.
1719,4929596,Malloy pinch hit for Eder.
1720,4929596,Malloy to dh.
1721,4929596,Smith to p for Hickman.
1722,4929596,Nwogu to lf.
1723,4929596,Bullock to cf for Clementi.
1724,4929596,Weston to p for Criswell.
1725,4929596,Noland pinch hit for Young.
1726,4929596,Keizer to p for Weston.
1727,4929596,Hayes to ss for Noland.
1728,4929596,Brown to p for Smith.
1729,4929596,Zimmerman pinch hit for Obertop.
1730,4929596,Paige to p for Keizer.
1731,4929596,Duff pinch hit for Hayes.
1732,4930307,"OSHAUGH, P. pinch hit for FLOYD, C.."
1733,4930307,"HENRY, C. to p for LOCKHART Jr.."
1734,4930307,"HURDSMAN, B. to p for HENRY, C.."
1735,4930307,"LaBRASCA, N. pinch hit for OSHAUGH, P.."
1736,4930307,"HAKE, J. to p for CLARK, C.."
1737,4930307,"COLES, C. to p for HAKE, J.."
1738,4930307,"RIVAS, S. pinch hit for WAY, B.."
1739,4930307,"RIVAS, S. to rf."
1740,4930307,"EARICH, D. to p for COLES, C.."
1741,4926625,Macciocchi reached on a fielders choice (0-0) Richardson out at second 3b to 2b.
1742,4926625,Trinkle pinch ran for Macciocchi.
1743,4926625,Trinkle to 2b.
1744,4926625,Beloso reached on a fielders choice (1-1 SB) Garza out at second 1b to ss.
1745,4926625,Kaminer to p for Henry.
1746,4926625,Stahl to p for Sommer.
1747,4926625,Dugas reached on a fielders choice (0-0) Beloso out at second ss to 2b.
1748,4926625,Beck to p for Kaminer.
1749,4926625,Krueger to p for Stahl.
1750,4926625,Litwicki to p for Krueger.
1751,4926625,Platt to p for Litwicki.
1752,4926625,Cabrera to rf.
1753,4926625,Milazzo to c for Garza.
1754,4926625,Hampton Jr. to cf for Dugas.
1755,4926625,Toups to lf for Bianco.
1756,4926625,George to p for Beck.
1757,4926625,Voth to c for Hopkins.
1758,4926625,Jessee to rf for Vecrumba.
1759,4926625,"Cranford pinch hit for Doughty, C.."
1760,4926625,Sanford pinch ran for Cabrera.
1761,4926625,Sanford to rf.
1762,4926625,Cranford to 2b.
1763,4926625,"Doughty, B. to 1b for Beloso."
1764,4928616,"OGuinn, J. advanced to third Ramirez, B. out at home c to p."
1765,4928616,ARMBRUSTMACH to p for MILLER.
1766,4928616,"Thomas, R. reached on a fielders choice, RBI Hartsell, P. out at second ss to 2b Lozano, T. advanced to third Pritchard, T scored."
1767,4928616,"Beller, J. to p for Hurt, K.."
1768,4928616,CHARPING reached on a fielders choice MCINTYRE out at second ss to 2b.
1769,4928616,"Turner, T. pinch hit for Thomas, R.."
1770,4928616,"Turner, T. to cf."
1771,4928616,LOVELL to p for ARMBRUSTMACH.
1772,4928616,"Olmstead, J. pinch hit for OGuinn, J.."
1773,4928616,"Colon-Rosado pinch hit for Owens, C.."
1774,4928616,"West, B. pinch hit for Shockey, B.."
1775,4928616,"Wanger, B. pinch hit for Thomas, J.."
1776,4928616,"Cirillo, C. pinch hit for Pritchard, T."
1777,4928616,"Rosas, E. to ss for Ramirez, B.."
1778,4928616,"Olmstead, J. to 3b."
1779,4928616,Colon-Rosado to dh.
1780,4928616,"West, B. to rf."
1781,4928616,"Wanger, B. to 1b."
1782,4928616,"Cirillo, C. to 2b."
1783,4928616,"Halsema, T. to lf for Hartsell, P.."
1784,4928616,"Rodriguez, M to cf for Turner, T.."
1785,4928616,"Lamb, R. pinch hit for Lozano, T.."
1786,4928616,SZCZEPANIAK to p for LOVELL.
1787,4928616,MEHELICH to p for SZCZEPANIAK.
1788,4928616,"Lamb, R. to c."
1789,4928616,"Hoopingarner to p for Beller, J.."
1790,4928616,SWINEHART pinch hit for DOYLE.
1791,4926311,"BOSETTI, T. reached on a fielders choice (0-0) FENTRESS, K. out at second ss to 2b."
1792,4926311,"ELSKE, D reached on a fielders choice (2-2 BKKB) MONTGOMERY,H out at second ss to 2b."
1793,4926311,"JACKSON, Jo. to p for SHARTS, O.."
1794,4926311,"McLAUGHLIN reached on a fielders choice, bunt (0-0) BOSETTI, T. out at second p to ss VALENZUELA advanced to third."
1795,4926311,"PRIZINA, J. pinch hit for VALENZUELA."
1796,4926311,"HORMEL, B. to 2b for BOSETTI, T.."
1797,4926311,"PRIZINA, J. to c."
1798,4926311,"GILLIS, B to p for MORSE, E."
1799,4926311,"BURNS, S. pinch hit for ZAMORA, J.."
1800,4926311,"ALLARD, C. pinch hit for CLAYTON, M.."
1801,4930954,"Cuenca, M to p for Billig, J."
1802,4930954,"Guarin, M to p for Cuenca, M."
1803,4930954,"Parisotto, D to p for Guarin, M."
1804,4930954,FREDERICK reached on a fielders choice (0-0):GRACE advanced to second:VILCHES out at third 3b unassisted.
1805,4930954,"Maningo, D to 1b for Mazzone, J."
1806,4930954,Boissoneault to c.
1807,4930954,STEIER to p for TEBRAKE.
1808,4930954,GILE pinch hit for GRACE.
1809,4930944,DOTZLER to p for WINDHAM.
1810,4930944,GILE reached on a fielders choice (0-1 K):WEGNER out at second ss to 2b.
1811,4930944,"Sherick, K reached on a fielders choice, RBI (0-0):OBrien, C out at second 2b to ss:Antonson, T scored, unearned."
1812,4930944,HANAFAN reached on a fielders choice (1-2 KBK):FREDERICK out at second 2b to ss.
1813,4930944,"Jemal, A to p for Christianson."
1814,4930944,HOLDERFIELD to p for DOTZLER.
1815,4930944,"Rork, G reached on a fielders choice (0-0):Antonson, T out at second ss to 2b."
1816,4930944,"Boissoneault to 1b for Maningo, D."
1817,4930944,EVANS pinch hit for GILBERT.
1818,4930944,VILCHES to c for EVANS.
1819,4930944,BOYER to p for HOLDERFIELD.
1820,4930944,"Jenkins, B to p for Jemal, A."
1821,4930944,"Wagner, B to c for Mazzone, J."
1822,4930944,HANAFAN reached on a fielders choice (0-1 K):FREDERICK out at second 3b to 2b.
1823,4930944,MEGGS pinch hit for DUDDEN.
1824,4926963,"McLAUGHLIN reached on a fielders choice ZAMORA, J. out at second 2b to ss."
1825,4926963,"HOLCROFT, J reached on a fielders choice SKORO, G out at second ss to 2b."
1826,4926963,"GUSTAFSON, S to p for JACKSON, Ja.."
1827,4926963,"SAUNDERS, T pinch ran for MULCARE, S."
1828,4926963,"SNYDER, C. to p for GUSTAFSON, S."
1829,4926963,"SAUNDERS, T to 3b."
1830,4926963,"PATACSIL, B to 2b."
1831,4926963,"WILSON, N to p for SNYDER, C.."
1832,4926963,"GILLIS, B pinch hit for HOLCROFT, J."
1833,4926963,"HURTE, E. to p for WILSON, N."
1834,4926963,"FRANZEN, C to p for PETERS, C."
1835,4926963,"GAMBOA, S. to p for HURTE, E.."
1836,4926963,"GILLIS, B to dh."
1837,4926963,"RIDDLE JR, S pinch hit for McLAUGHLIN."
1838,4926963,"MEDDINGS, Z. pinch hit for BOSETTI, T.."
1839,4926963,"FLORES, A. pinch hit for SHRUM, D.."
